"","Code","Country","century","decade","year","height.cm","year_decade","height.in"
"1",40,"Austria","18","2","0",163.7,1820,64.4488188976378
"2",40,"Austria","18","3","0",163.4,1830,64.3307086614173
"3",40,"Austria","18","4","0",164.8,1840,64.8818897637795
"4",40,"Austria","18","5","0",165.8,1850,65.2755905511811
"5",40,"Austria","18","6","0",166.4,1860,65.511811023622
"6",40,"Austria","18","7","0",167.2,1870,65.8267716535433
"7",40,"Austria","18","8","0",167.7,1880,66.0236220472441
"8",40,"Austria","18","9","0",168.4,1890,66.2992125984252
"9",40,"Austria","19","0","0",168.9,1900,66.496062992126
"10",40,"Austria","19","1","0",168.9,1910,66.496062992126
"11",40,"Austria","19","2","0",170.4,1920,67.0866141732283
"12",40,"Austria","19","6","0",177,1960,69.6850393700787
"13",40,"Austria","19","7","0",177.5,1970,69.8818897637795
"14",40,"Austria","19","8","0",178.8,1980,70.3937007874016
"15",56,"Belgium","18","1","0",163.1,1810,64.2125984251968
"16",56,"Belgium","18","2","0",163.7,1820,64.4488188976378
"17",56,"Belgium","18","3","0",164,1830,64.5669291338583
"18",56,"Belgium","18","4","0",165.1,1840,65
"19",56,"Belgium","18","5","0",166.1,1850,65.3937007874016
"20",56,"Belgium","18","6","0",166.6,1860,65.5905511811024
"21",56,"Belgium","18","7","0",166.6,1870,65.5905511811024
"22",56,"Belgium","19","0","0",167.8,1900,66.0629921259843
"23",56,"Belgium","19","4","0",174.54,1940,68.7165354330709
"24",56,"Belgium","19","6","0",176.8,1960,69.6062992125984
"25",280,"Federal Republic of Germany (until 1990)","18","1","0",167.8,1810,66.0629921259843
"26",280,"Federal Republic of Germany (until 1990)","18","2","0",167.3,1820,65.8661417322835
"27",280,"Federal Republic of Germany (until 1990)","18","3","0",166.8,1830,65.6692913385827
"28",280,"Federal Republic of Germany (until 1990)","18","4","0",166.6,1840,65.5905511811024
"29",280,"Federal Republic of Germany (until 1990)","18","5","0",163.8,1850,64.488188976378
"30",280,"Federal Republic of Germany (until 1990)","18","6","0",165.5,1860,65.1574803149606
"31",280,"Federal Republic of Germany (until 1990)","18","7","0",166.9,1870,65.7086614173228
"32",280,"Federal Republic of Germany (until 1990)","18","8","0",167.9,1880,66.1023622047244
"33",280,"Federal Republic of Germany (until 1990)","18","9","0",168.6,1890,66.3779527559055
"34",280,"Federal Republic of Germany (until 1990)","19","0","0",169.2,1900,66.6141732283464
"35",280,"Federal Republic of Germany (until 1990)","19","1","0",170.5,1910,67.1259842519685
"36",280,"Federal Republic of Germany (until 1990)","19","2","0",173.3,1920,68.2283464566929
"37",280,"Federal Republic of Germany (until 1990)","19","3","0",174,1930,68.503937007874
"38",280,"Federal Republic of Germany (until 1990)","19","4","0",175.2,1940,68.9763779527559
"39",280,"Federal Republic of Germany (until 1990)","19","5","0",176.8,1950,69.6062992125984
"40",280,"Federal Republic of Germany (until 1990)","19","6","0",178.9,1960,70.4330708661417
"41",280,"Federal Republic of Germany (until 1990)","19","7","0",179.4,1970,70.6299212598425
"42",280,"Federal Republic of Germany (until 1990)","19","8","0",180.5,1980,71.0629921259843
"43",250,"France","18","1","0",163.9,1810,64.5275590551181
"44",250,"France","18","2","0",163.9,1820,64.5275590551181
"45",250,"France","18","3","0",164,1830,64.5669291338583
"46",250,"France","18","4","0",164.3,1840,64.6850393700787
"47",250,"France","18","5","0",165.2,1850,65.0393700787401
"48",250,"France","18","6","0",165.4,1860,65.1181102362205
"49",250,"France","18","7","0",165.5,1870,65.1574803149606
"50",250,"France","18","8","0",165.9,1880,65.3149606299213
"51",250,"France","18","9","0",166.1,1890,65.3937007874016
"52",250,"France","19","0","0",166.8,1900,65.6692913385827
"53",250,"France","19","1","0",167.8,1910,66.0629921259843
"54",250,"France","19","2","0",168.5,1920,66.3385826771653
"55",250,"France","19","3","0",169.9,1930,66.8897637795276
"56",250,"France","19","4","0",171.7,1940,67.5984251968504
"57",250,"France","19","5","0",173.175,1950,68.1791338582677
"58",250,"France","19","6","0",174.9,1960,68.8582677165354
"59",250,"France","19","7","0",175.1,1970,68.9370078740157
"60",250,"France","19","8","0",176.5,1980,69.488188976378
"61",276,"Germany","18","1","0",167.8,1810,66.0629921259843
"62",276,"Germany","18","2","0",167.3,1820,65.8661417322835
"63",276,"Germany","18","3","0",166.8,1830,65.6692913385827
"64",276,"Germany","18","4","0",166.6,1840,65.5905511811024
"65",276,"Germany","18","5","0",163.8,1850,64.488188976378
"66",276,"Germany","18","6","0",165.5,1860,65.1574803149606
"67",276,"Germany","18","7","0",166.9,1870,65.7086614173228
"68",276,"Germany","18","8","0",167.9,1880,66.1023622047244
"69",276,"Germany","18","9","0",168.6,1890,66.3779527559055
"70",276,"Germany","19","0","0",169.2,1900,66.6141732283464
"71",276,"Germany","19","1","0",170.5,1910,67.1259842519685
"72",276,"Germany","19","2","0",173.3,1920,68.2283464566929
"73",276,"Germany","19","3","0",174,1930,68.503937007874
"74",276,"Germany","19","4","0",175.2,1940,68.9763779527559
"75",276,"Germany","19","5","0",176.8,1950,69.6062992125984
"76",276,"Germany","19","6","0",178.9,1960,70.4330708661417
"77",276,"Germany","19","7","0",179.4,1970,70.6299212598425
"78",276,"Germany","19","8","0",180.5,1980,71.0629921259843
"79",528,"Netherlands","18","1","0",166,1810,65.3543307086614
"80",528,"Netherlands","18","2","0",165.1,1820,65
"81",528,"Netherlands","18","3","0",164.2,1830,64.6456692913386
"82",528,"Netherlands","18","4","0",164.5,1840,64.7637795275591
"83",528,"Netherlands","18","5","0",165.3,1850,65.0787401574803
"84",528,"Netherlands","18","6","0",166.5,1860,65.5511811023622
"85",528,"Netherlands","18","7","0",167.1,1870,65.7874015748031
"86",528,"Netherlands","18","8","0",168.5,1880,66.3385826771653
"87",528,"Netherlands","18","9","0",169.4,1890,66.6929133858268
"88",528,"Netherlands","19","0","0",170.9,1900,67.2834645669291
"89",528,"Netherlands","19","1","0",172.6,1910,67.9527559055118
"90",528,"Netherlands","19","2","0",173.5,1920,68.3070866141732
"91",528,"Netherlands","19","3","0",174.1,1930,68.5433070866142
"92",528,"Netherlands","19","4","0",177.5,1940,69.8818897637795
"93",528,"Netherlands","19","5","0",178.7,1950,70.3543307086614
"94",528,"Netherlands","19","6","0",182.2,1960,71.7322834645669
"95",528,"Netherlands","19","7","0",182.3,1970,71.7716535433071
"96",528,"Netherlands","19","8","0",182.7,1980,71.9291338582677
"97",756,"Switzerland","18","2","0",167.6,1820,65.9842519685039
"98",756,"Switzerland","18","3","0",166.3,1830,65.4724409448819
"99",756,"Switzerland","18","7","0",164.7,1870,64.8425196850394
"100",756,"Switzerland","18","8","0",166.8,1880,65.6692913385827
"101",756,"Switzerland","18","9","0",170.5,1890,67.1259842519685
"102",756,"Switzerland","19","0","0",170.462,1900,67.1110236220472
"103",756,"Switzerland","19","1","0",171.506,1910,67.5220472440945
"104",756,"Switzerland","19","2","0",170.9,1920,67.2834645669291
"105",756,"Switzerland","19","3","0",171.3,1930,67.4409448818898
"106",208,"Denmark","18","2","0",166.95,1820,65.7283464566929
"107",208,"Denmark","18","3","0",165.4,1830,65.1181102362205
"108",208,"Denmark","18","5","0",167.4,1850,65.9055118110236
"109",208,"Denmark","18","6","0",168.1,1860,66.1811023622047
"110",208,"Denmark","18","7","0",168.1,1870,66.1811023622047
"111",208,"Denmark","18","8","0",169.5,1880,66.7322834645669
"112",208,"Denmark","18","9","0",169.2,1890,66.6141732283464
"113",208,"Denmark","19","0","0",170.5,1900,67.1259842519685
"114",208,"Denmark","19","1","0",170,1910,66.9291338582677
"115",208,"Denmark","19","2","0",173.5,1920,68.3070866141732
"116",208,"Denmark","19","3","0",173.9,1930,68.4645669291339
"117",208,"Denmark","19","4","0",175.9,1940,69.251968503937
"118",208,"Denmark","19","5","0",179.8,1950,70.7874015748032
"119",208,"Denmark","19","6","0",180.2,1960,70.9448818897638
"120",208,"Denmark","19","7","0",180.8,1970,71.1811023622047
"121",208,"Denmark","19","8","0",183.2,1980,72.1259842519685
"122",233,"Estonia","18","4","0",166.7,1840,65.6299212598425
"123",233,"Estonia","18","7","0",167.6,1870,65.9842519685039
"124",233,"Estonia","18","9","0",173.4,1890,68.2677165354331
"125",233,"Estonia","19","0","0",175.3,1900,69.0157480314961
"126",233,"Estonia","19","1","0",172,1910,67.7165354330709
"127",233,"Estonia","19","6","0",174.1,1960,68.5433070866142
"128",233,"Estonia","19","7","0",179.6,1970,70.7086614173228
"129",233,"Estonia","19","8","0",179.1,1980,70.511811023622
"130",246,"Finland","18","1","0",171.9,1810,67.6771653543307
"131",246,"Finland","18","2","0",170.05,1820,66.9488188976378
"132",246,"Finland","18","3","0",169.5,1830,66.7322834645669
"133",246,"Finland","18","6","0",167.3,1860,65.8661417322835
"134",246,"Finland","19","0","0",167.3,1900,65.8661417322835
"135",246,"Finland","19","1","0",170.5,1910,67.1259842519685
"136",246,"Finland","19","2","0",172.3,1920,67.8346456692913
"137",246,"Finland","19","3","0",172.5,1930,67.9133858267717
"138",246,"Finland","19","4","0",174.8,1940,68.8188976377953
"139",246,"Finland","19","5","0",178,1950,70.0787401574803
"140",246,"Finland","19","6","0",179.3,1960,70.5905511811024
"141",246,"Finland","19","7","0",177.5,1970,69.8818897637795
"142",246,"Finland","19","8","0",178.2,1980,70.1574803149606
"143",372,"Ireland","18","1","0",168,1810,66.1417322834646
"144",372,"Ireland","18","2","0",165.4,1820,65.1181102362205
"145",372,"Ireland","18","3","0",168.1,1830,66.1811023622047
"146",372,"Ireland","18","4","0",160.9,1840,63.3464566929134
"147",372,"Ireland","18","7","0",168.45,1870,66.3188976377953
"148",372,"Ireland","18","8","0",168.7,1880,66.4173228346457
"149",372,"Ireland","18","9","0",169.1,1890,66.5748031496063
"150",372,"Ireland","19","0","0",170,1900,66.9291338582677
"151",372,"Ireland","19","2","0",171.919,1920,67.6846456692913
"152",372,"Ireland","19","3","0",173.253,1930,68.209842519685
"153",372,"Ireland","19","5","0",174.9,1950,68.8582677165354
"154",372,"Ireland","19","6","0",175.8,1960,69.2125984251969
"155",372,"Ireland","19","7","0",176.4,1970,69.4488188976378
"156",372,"Ireland","19","8","0",176.6,1980,69.5275590551181
"157",428,"Latvia","18","4","0",166.5,1840,65.5511811023622
"158",428,"Latvia","18","8","0",170.6,1880,67.1653543307087
"159",428,"Latvia","18","9","0",171.7,1890,67.5984251968504
"160",428,"Latvia","19","0","0",171.4,1900,67.4803149606299
"161",428,"Latvia","19","4","0",174.211,1940,68.5870078740158
"162",440,"Lithuania","18","4","0",165.3,1840,65.0787401574803
"163",440,"Lithuania","19","4","0",173.725,1940,68.3956692913386
"164",578,"Norway","18","1","0",168.6,1810,66.3779527559055
"165",578,"Norway","18","2","0",167.5,1820,65.9448818897638
"166",578,"Norway","18","3","0",168.9,1830,66.496062992126
"167",578,"Norway","18","4","0",168,1840,66.1417322834646
"168",578,"Norway","18","5","0",169.1,1850,66.5748031496063
"169",578,"Norway","18","6","0",169.7,1860,66.8110236220472
"170",578,"Norway","18","7","0",170.4,1870,67.0866141732283
"171",578,"Norway","18","8","0",171.1,1880,67.3622047244095
"172",578,"Norway","18","9","0",171.1,1890,67.3622047244095
"173",578,"Norway","19","0","0",172.03,1900,67.7283464566929
"174",578,"Norway","19","1","0",173.3,1910,68.2283464566929
"175",578,"Norway","19","2","0",176.25,1920,69.3897637795276
"176",578,"Norway","19","3","0",176.9,1930,69.6456692913386
"177",578,"Norway","19","4","0",177.5,1940,69.8818897637795
"178",578,"Norway","19","5","0",178.1,1950,70.1181102362205
"179",578,"Norway","19","6","0",179.3,1960,70.5905511811024
"180",578,"Norway","19","7","0",179.5,1970,70.6692913385827
"181",578,"Norway","19","8","0",179.7,1980,70.748031496063
"182",752,"Sweden","18","3","0",168.1,1830,66.1811023622047
"183",752,"Sweden","18","4","0",167.9,1840,66.1023622047244
"184",752,"Sweden","18","5","0",168.4,1850,66.2992125984252
"185",752,"Sweden","18","6","0",169.3,1860,66.6535433070866
"186",752,"Sweden","18","7","0",170.3,1870,67.0472440944882
"187",752,"Sweden","18","8","0",171.2,1880,67.4015748031496
"188",752,"Sweden","18","9","0",172.4,1890,67.8740157480315
"189",752,"Sweden","19","0","0",172.8,1900,68.0314960629921
"190",752,"Sweden","19","1","0",173.2,1910,68.1889763779528
"191",752,"Sweden","19","2","0",168.3,1920,66.259842519685
"192",752,"Sweden","19","3","0",175.5,1930,69.0944881889764
"193",752,"Sweden","19","4","0",178.5,1940,70.2755905511811
"194",752,"Sweden","19","5","0",179.3,1950,70.5905511811024
"195",752,"Sweden","19","6","0",180.1,1960,70.9055118110236
"196",752,"Sweden","19","7","0",180,1970,70.8661417322835
"197",752,"Sweden","19","8","0",180.4,1980,71.0236220472441
"198",826,"United Kingdom of Great Britain and Northern Ireland","18","1","0",169.7,1810,66.8110236220472
"199",826,"United Kingdom of Great Britain and Northern Ireland","18","2","0",169.1,1820,66.5748031496063
"200",826,"United Kingdom of Great Britain and Northern Ireland","18","3","0",166.7,1830,65.6299212598425
"201",826,"United Kingdom of Great Britain and Northern Ireland","18","4","0",166.5,1840,65.5511811023622
"202",826,"United Kingdom of Great Britain and Northern Ireland","18","5","0",165.6,1850,65.1968503937008
"203",826,"United Kingdom of Great Britain and Northern Ireland","18","6","0",166.6,1860,65.5905511811024
"204",826,"United Kingdom of Great Britain and Northern Ireland","18","7","0",167.15,1870,65.8070866141732
"205",826,"United Kingdom of Great Britain and Northern Ireland","18","8","0",167.95,1880,66.1220472440945
"206",826,"United Kingdom of Great Britain and Northern Ireland","18","9","0",167.4,1890,65.9055118110236
"207",826,"United Kingdom of Great Britain and Northern Ireland","19","0","0",169.367,1900,66.6799212598425
"208",826,"United Kingdom of Great Britain and Northern Ireland","19","1","0",170.866,1910,67.2700787401575
"209",826,"United Kingdom of Great Britain and Northern Ireland","19","2","0",171,1920,67.3228346456693
"210",826,"United Kingdom of Great Britain and Northern Ireland","19","3","0",173.87,1930,68.4527559055118
"211",826,"United Kingdom of Great Britain and Northern Ireland","19","4","0",174.9,1940,68.8582677165354
"212",826,"United Kingdom of Great Britain and Northern Ireland","19","5","0",176,1950,69.2913385826772
"213",826,"United Kingdom of Great Britain and Northern Ireland","19","6","0",176.9,1960,69.6456692913386
"214",826,"United Kingdom of Great Britain and Northern Ireland","19","7","0",177.1,1970,69.7244094488189
"215",826,"United Kingdom of Great Britain and Northern Ireland","19","8","0",176.83,1980,69.6181102362205
"216",8,"Albania","18","8","0",170.1,1880,66.9685039370079
"217",8,"Albania","18","9","0",169.8,1890,66.8503937007874
"218",8,"Albania","19","0","0",169.2,1900,66.6141732283464
"219",191,"Croatia","18","1","0",163.2,1810,64.251968503937
"220",191,"Croatia","18","2","0",163.6,1820,64.4094488188976
"221",191,"Croatia","18","3","0",163.5,1830,64.3700787401575
"222",191,"Croatia","18","4","0",161.2,1840,63.4645669291339
"223",191,"Croatia","18","5","0",168.1,1850,66.1811023622047
"224",191,"Croatia","18","6","0",165.9,1860,65.3149606299213
"225",191,"Croatia","18","7","0",166.8,1870,65.6692913385827
"226",191,"Croatia","18","8","0",168.9,1880,66.496062992126
"227",191,"Croatia","19","0","0",171.508,1900,67.5228346456693
"228",191,"Croatia","19","3","0",176.1,1930,69.3307086614173
"229",191,"Croatia","19","5","0",175.1,1950,68.9370078740157
"230",191,"Croatia","19","6","0",178.2,1960,70.1574803149606
"231",300,"Greece","18","7","0",168.5,1870,66.3385826771653
"232",300,"Greece","18","8","0",167.26,1880,65.8503937007874
"233",300,"Greece","19","0","0",169.6,1900,66.7716535433071
"234",300,"Greece","19","1","0",168.1,1910,66.1811023622047
"235",300,"Greece","19","2","0",168.4,1920,66.2992125984252
"236",300,"Greece","19","3","0",167.5,1930,65.9448818897638
"237",300,"Greece","19","4","0",169.2,1940,66.6141732283464
"238",300,"Greece","19","5","0",173.7,1950,68.3858267716535
"239",300,"Greece","19","6","0",177.6,1960,69.9212598425197
"240",300,"Greece","19","8","0",177.3,1980,69.8031496062992
"241",380,"Italy","18","1","0",164.1,1810,64.6062992125984
"242",380,"Italy","18","2","0",165.8,1820,65.2755905511811
"243",380,"Italy","18","3","0",164.1,1830,64.6062992125984
"244",380,"Italy","18","4","0",162,1840,63.7795275590551
"245",380,"Italy","18","5","0",162.9,1850,64.1338582677165
"246",380,"Italy","18","6","0",163.1,1860,64.2125984251968
"247",380,"Italy","18","7","0",163.5,1870,64.3700787401575
"248",380,"Italy","18","8","0",163.9,1880,64.5275590551181
"249",380,"Italy","18","9","0",164.7,1890,64.8425196850394
"250",380,"Italy","19","0","0",165.6,1900,65.1968503937008
"251",380,"Italy","19","1","0",166.3,1910,65.4724409448819
"252",380,"Italy","19","2","0",167.3,1920,65.8661417322835
"253",380,"Italy","19","3","0",168.1,1930,66.1811023622047
"254",380,"Italy","19","4","0",169.3,1940,66.6535433070866
"255",380,"Italy","19","5","0",171.3,1950,67.4409448818898
"256",380,"Italy","19","6","0",173,1960,68.1102362204724
"257",380,"Italy","19","7","0",174.1,1970,68.5433070866142
"258",380,"Italy","19","8","0",174.48,1980,68.6929133858268
"259",620,"Portugal","18","1","0",165.493,1810,65.1547244094488
"260",620,"Portugal","18","2","0",166.338,1820,65.4874015748031
"261",620,"Portugal","18","3","0",165.292,1830,65.0755905511811
"262",620,"Portugal","18","4","0",163.539,1840,64.3854330708661
"263",620,"Portugal","18","5","0",164.16,1850,64.6299212598425
"264",620,"Portugal","18","6","0",164.066,1860,64.5929133858268
"265",620,"Portugal","18","7","0",164.688,1870,64.8377952755906
"266",620,"Portugal","18","8","0",164.161,1880,64.6303149606299
"267",620,"Portugal","18","9","0",164.15,1890,64.6259842519685
"268",620,"Portugal","19","0","0",163.774,1900,64.4779527559055
"269",620,"Portugal","19","1","0",164.491,1910,64.7602362204724
"270",620,"Portugal","19","2","0",164.88,1920,64.9133858267716
"271",620,"Portugal","19","3","0",165.57,1930,65.1850393700787
"272",620,"Portugal","19","4","0",166.385,1940,65.505905511811
"273",620,"Portugal","19","5","0",167.41,1950,65.9094488188976
"274",620,"Portugal","19","6","0",169.24,1960,66.6299212598425
"275",620,"Portugal","19","7","0",171.38,1970,67.4724409448819
"276",620,"Portugal","19","8","0",172.13,1980,67.7677165354331
"277",688,"Serbia","18","5","0",166.2,1850,65.4330708661417
"278",688,"Serbia","18","7","0",169.7,1870,66.8110236220472
"279",688,"Serbia","18","8","0",167.1,1880,65.7874015748031
"280",688,"Serbia","18","9","0",168.1,1890,66.1811023622047
"281",688,"Serbia","19","6","0",175.8,1960,69.2125984251969
"282",891,"Serbia and Montenegro (until 2006)","18","5","0",166.2,1850,65.4330708661417
"283",891,"Serbia and Montenegro (until 2006)","18","7","0",169.7,1870,66.8110236220472
"284",891,"Serbia and Montenegro (until 2006)","18","8","0",167.1,1880,65.7874015748031
"285",891,"Serbia and Montenegro (until 2006)","18","9","0",168.1,1890,66.1811023622047
"286",891,"Serbia and Montenegro (until 2006)","19","6","0",175.8,1960,69.2125984251969
"287",705,"Slovenia","18","7","0",168.3,1870,66.259842519685
"288",705,"Slovenia","19","2","0",173.7,1920,68.3858267716535
"289",705,"Slovenia","19","5","0",175.8,1950,69.2125984251969
"290",705,"Slovenia","19","7","0",179.2,1970,70.5511811023622
"291",724,"Spain","18","3","0",161,1830,63.3858267716535
"292",724,"Spain","18","4","0",163.7,1840,64.4488188976378
"293",724,"Spain","18","5","0",162.5,1850,63.9763779527559
"294",724,"Spain","18","6","0",162.7,1860,64.0551181102362
"295",724,"Spain","18","7","0",162.6,1870,64.0157480314961
"296",724,"Spain","18","8","0",163.9,1880,64.5275590551181
"297",724,"Spain","18","9","0",164,1890,64.5669291338583
"298",724,"Spain","19","0","0",164.6,1900,64.8031496062992
"299",724,"Spain","19","1","0",165.1,1910,65
"300",724,"Spain","19","2","0",165.6,1920,65.1968503937008
"301",724,"Spain","19","3","0",165.2,1930,65.0393700787401
"302",724,"Spain","19","4","0",166.3,1940,65.4724409448819
"303",724,"Spain","19","5","0",170.8,1950,67.244094488189
"304",724,"Spain","19","6","0",174.2,1960,68.5826771653543
"305",724,"Spain","19","7","0",175.2,1970,68.9763779527559
"306",724,"Spain","19","8","0",175.6,1980,69.1338582677165
"307",807,"The former Yugoslav Republic of Macedonia","19","0","0",167.669,1900,66.0114173228346
"308",807,"The former Yugoslav Republic of Macedonia","19","1","0",168.4,1910,66.2992125984252
"309",807,"The former Yugoslav Republic of Macedonia","19","2","0",169.6,1920,66.7716535433071
"310",807,"The former Yugoslav Republic of Macedonia","19","3","0",168.8,1930,66.4566929133858
"311",112,"Belarus","18","4","0",163.9,1840,64.5275590551181
"312",112,"Belarus","19","0","0",166.5,1900,65.5511811023622
"313",112,"Belarus","19","8","0",176.4,1980,69.4488188976378
"314",100,"Bulgaria","18","8","0",167.6,1880,65.9842519685039
"315",100,"Bulgaria","19","3","0",171.7,1930,67.5984251968504
"316",100,"Bulgaria","19","4","0",171.3,1940,67.4409448818898
"317",100,"Bulgaria","19","5","0",172.9,1950,68.0708661417323
"318",203,"Czech Republic","18","1","0",164,1810,64.5669291338583
"319",203,"Czech Republic","18","2","0",163,1820,64.1732283464567
"320",203,"Czech Republic","18","3","0",163.5,1830,64.3700787401575
"321",203,"Czech Republic","18","4","0",164.8,1840,64.8818897637795
